,Reviewer1,Text,ID,src,Fabio,Mika,Disagreement
1447,0,Gecko Revision         https://hg.mozilla.org/releases/mozilla-b2g44_v2_5/rev/5c9fd135d4309239794126f1942d6e7aa8b3579c,1448,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
181,0,@@ -18,182,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1808,1,new Iterator(obj) used to not call obj.__iterator__ as a (IMO misguided) fix for bug 354945. The attached patch removes all those extra code paths and now avoids calls to __iterator__ for cached iterators. It also restore sanity with respect to Iterator(obj) and new Iterator(obj) having identical results.,1809,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,True
810,0,[+]ping ok\n[+]etcd ok\n[+]poststarthook/generic-apiserver-start-informers ok\n[+]poststarthook/start-apiextensions-informers ok\n[+]poststarthook/start-apiextensions-controllers ok\n[-]poststarthook/bootstrap-controller failed: reason withheld\n[-]poststarthook/ca-registration failed: reason withheld\n[+]poststarthook/start-kube-apiserver-informers ok\n[+]poststarthook/start-kube-aggregator-informers ok\n[+]poststarthook/apiservice-registration-controller ok\n[+]poststarthook/apiservice-status-available-controller ok\n[+]poststarthook/apiservice-openapi-controller ok\n[+]poststarthook/kube-apiserver-autoregistration ok\n[-]autoregister-completion failed: reason withheld\nhealthz check failed\n [[kube-probe/1.8] 127.0.0.1:53240],811,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
915,1,So the rendering is in fact correct.  Just set the top margin on both to 0 if,916,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
953,1,Setting milestone to mozilla0.9.1,954,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1733,1,> 1) The name of the file corresponds with one specific way it can be,1734,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1163,1,All of this code actually goes away by the final patch/,1164,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
977,0,>In SOLR-1,978,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,0.0,True
1795,0,>>>>>>>>> that,1796,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
168,1,checkpoint patch,169,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1077,0,> setIncludeScore(true);,1078,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1694,0,[*.*],1695,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
1024,0,"kdockery, debian/sid has a 1.7.7 package, (we might see to continue to package it later, or not), I'm mostly trying to get things running for now, figure out how it works",1025,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1946,0,> > - Console - For development time,1947,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
124,0,+ JETTY-297 Recreate tmp dir on stop/start,51,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,0.0,True
1294,1,got r+ and the patch landed,1295,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
704,1,>>>>>> enabled I can have defaults for stuff like drive,705,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1033,1,how much is resource hungry master node on-prem? i am on gc and that abstracts...like min spec you would suggest...let's not go application resource usage,1034,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1871,0,"@@ +245,5 @@",1872,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1364,1,"Screen goes blank, then recovered, follow by an error message 'Display drivers stopped responding and has recovered�� .",1365,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
159,1,This could be bug 223287,160,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1700,1,"ilja uploaded a file: Screen Shot 2017-07-01 at 16.24.12.png and commented: Started getting this, I'm not sure this is what started causing it, but I added",1701,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
913,0,* <import> seems like it should be named <include>,914,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
878,0,(516787)   URL: http://www.nationalcity.com/onlinebanking/,879,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1320,0,: - [<a href=action.jsp?log=WARNING>WARNING</a>],1321,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1026,0,7 	libxul.so 	nsScriptLoader::EvaluateScript 	nsCOMPtr.h:655,1027,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
582,0,> 	at org.apache.solr.core.SolrCore.execute(SolrCore.java:1299),583,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1283,1,"stack, but there was a text token following the <iframe>. Since text tokens",1284,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
250,1,"As Gabriele mentioned in comment 15, I think our current design is acceptable. PIN/PUK code input screen appears at various places, for example, entering Message will trigger the screen, at this point, making emergency call is not what user intends to do. As a result, emphasizing ""you can still make emergency call when SIM is locked"" would seem unnecessary and further complicates the PIN/PUK screen. Thanks!",251,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1186,0,[root@kubemaster001 pki]# kubectl get ingress NAME HOSTS ADDRESS PORTS AGE sreactpoc * 80 1h [root@kubemaster001 pki]# kubectl describe ingress Name: sreactpoc Namespace: default Address: Default backend: default-http-backend:80 (<none>) Rules: Host Path Backends ---- ---- -------- * / nginxbuyflow:31565 (<none>) /api nginxbuyflow:31565 (<none>) Annotations: rewrite-target: / Events: <none>,1187,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
1737,1,- can be implemented by:,1738,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
783,0,kubectl get svc --all-namespaces,784,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
402,0,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 6.0; en-GB; rv:1.9.1b4) Gecko/20090423 Firefox/3.5b4 (.NET CLR 3.5.30729),403,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
50,1,What's up guys. You know how when you do kubectl get pods you get something that looks like:,51,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
712,1,"nice, do you know if there is a open source repo with your set up that I could have a look at? I have never made/used any bidirectional sync config",713,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
306,1,I'll seriously vote to call it \Apache Solr Miller Edition\ if you pay for,307,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1867,1,Would be nice if single core with the solr.xml also worked,1868,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
446,1,> This leads to a problem stopping the web container (e.g. Tomcat).,447,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
240,1,> cache is not to avoid OOM. Set your cache sizes correctly for that. And,241,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
603,1,identified using the exception stack trace below.,604,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
790,0,=============================================================,791,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1103,0,bits = new long[(int)(((numBits -1)>>>6)+1)];,1104,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1566,0,"#10 0x00007ff6d2806bb1 in g_main_context_check (context=context@entry=0x7ff6bac0f110, max_priority=2147483647,",1567,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
676,0,nodeSelector:,677,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,0.0,True
1556,1,"Only the ""Quit Cmd-Q"" item appears",1557,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1639,1,These strategies should be tested before trying to create a lock-free get() versio,1640,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
694,0,> af06c000-af0ea000 rwxp af06c000 00:00 0,695,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
995,1,>> called just as if it was non-distributed.  It looks like the shards,996,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1562,0,events {,1563,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
1649,0,>  client/ruby/solr-ruby/lib/solr/response/standard.rb,1650,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
465,0,[ https://issues.apache.org/jira/browse/SOLR-1691?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12795732#action_12795732 ],466,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
346,0,Oct 26 20:19:43 test2-minion-8IcjE kubelet-wrapper[5596]: I1026 20:19:43.243365 5596 aws.go:847] Building AWS cloudprovider,347,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
1496,0,hum,1497,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
344,0,ConcurrentModificationException,345,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1905,0,Reporter: Matthew Runo,1906,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1658,1,> Distributed query fails with tag / exclude pattern used for facets that are multi-valued.,1659,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
622,0,matchLabels:,623,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
96,0,"@@ +191,5 @@",97,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1400,0,Running,1401,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1297,0,if (i<=n-2) {,1298,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1985,1,> Improved Doc on setting env solr/home,1986,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1181,1,fields. The result will be a purely grey page.,1182,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
617,0,"sharpgen = 0, table = 0x0}, argumentFormatMap = 0x8b39e30, lastMessage = 0x0,",618,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
324,1,so the node cna't get filled to the point where operational stability is at risk,325,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
997,1,matthias,998,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
37,1,as flag in,38,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1374,0,false,1375,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,0.0,True
184,1,verified in 6/5 build.,185,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
530,1,"So I can just have a NodePort service and it will work, @U7RG1QSNS",531,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
642,1,>> related to SOLR-470.,643,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1680,1,> ...Are there existing practices for giving credit to companies that \sponsor\ development of Solr..,1681,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
348,1,: I'd serve the page,349,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
784,0,:   <requestHandler name=\/update\ class=\solr.XmlUpdateRequestHandler\ >,785,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1492,0,"""",1493,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
225,1,I believe that the main thing missing is the various functions (which,226,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1073,0,disable swap,1074,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1197,0,error: error validating nginxbuyflow-servicenewnodeport.yml: error validating data: field spec.ports[0].port for v1.ServicePort is required,1198,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,0.0,True
1138,0,"@@ +557,5 @@",1139,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
263,1,remember to use the NODEIPADDDRESS,264,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1729,1,"if you want to do push notifications, use REMOTE_NOTIFICATIONS, however they are both actually the same thing right now",1730,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1328,1,"1 simple step! Please fix, the hacky work arounds are really awful!",1329,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
907,1,"Does kube have any way to query the labels of a given *image*? Not a container, or pod, or anything, but the Docker image's labels, the ones you create with LABELS in the Dockerfile.",908,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1335,1,"Flannel in host-gw mode is probably the easiest then, since it will add route table entries to each host. You may need to also whitelist your pod IP range in your firewall for it to work.",1336,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1393,1,I have one node at 99% with new one almost idle,1394,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
960,1,oh.. okay..,961,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
239,1,thanks a lot for help!,240,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
199,1,Deployment looks at the Pod api object,200,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
417,0,pof wrote:,392,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1469,0,BuildID 20130213070201,1470,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
310,1,0 bytes file should not stay.,311,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
714,1,Jesse can probably id the bug georgi is referring to in comment 21.,715,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1790,1,- Tested on b2g,1791,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
325,1,Is there some way to migrate all my deployments and services from one cluster to another?,326,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
677,0,at java.lang.reflect.Method.invoke(Method.java:597),678,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1823,0,PEP WARNING    | test_largedoc.js | open_page | unresponsive time: 109 ms,1824,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
418,0,-----------------------------------------------------------------,419,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
101,1,Can I instruct deployment to deploy pods on all nodes matching label=X rather than specifying replication factor?,102,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1737,1,"@jesse dunno what you mean by later, but it was a week ago I think",1738,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1261,0,remote:   https://hg.mozilla.org/integration/mozilla-inbound/rev/3d0dd2ae7e6c,1262,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
877,0,value: '9200',878,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
1892,1,Do we need this in the interface?,1893,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
408,1,"kdockery, apparently the iptables rules are gone after that change, and now curl waits on http://nodedns:31974",409,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1745,0,Attachment: SOLR-211-RegexSplitTokenizer.patch,1746,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,0.0,True
1244,1,how is inter-node network setup? Flannel?,1245,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
287,1,>  Should this be changed?,288,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1354,0,8h 8m 2 horizontal-pod-autoscaler Normal SuccessfulRescale New size: 8; reason: cpu resource utilization (percentage of request) above target,1355,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
857,0,Committed revision 762180.,858,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,0.0,True
893,1,Is there a way to my PersistentVolumeClaim points to a specific aws volume id?,894,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1181,0,Type: ConfigMap,1182,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,0.0,True
655,1,This error comes from the following line:,656,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1322,1,Actual Results:,1323,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1698,1,anything but the fact that some classes exist in the jar/war (i,1699,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
466,0,r+a=ben@mozilla.org,467,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
325,0,mozilla::ipc::MessagePump::Run(base::MessagePump::Delegate *) (in xul.dll),326,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
730,1,@jpweber no at all,731,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1032,1,"@bharath You want to set up a Kubernetes cluster on Windows, or just the kubectl client?",1033,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
